"Ensembl_nodot"	"ENTREZID"	"Symbol"	"gene_type"	"Chr"	"Start"	"End"	"Strand"
"ENSG00000264954"	"400612"	"RP11-214C8.2"	"lincRNA"	"chr17"	62073431	62077259	"-"
"ENSG00000264961"	"100616359"	"MIR4730"	"miRNA"	"chr17"	78393218	78393293	"+"
"ENSG00000264966"	"100847059"	"MIR5094"	"miRNA"	"chr15"	90393869	90393953	"-"
"ENSG00000264968"	"100505591"	"RP11-387H17.4"	"lincRNA"	"chr17"	38083995	38095854	"+"
"ENSG00000264968"	"101928947"	"RP11-387H17.4"	"lincRNA"	"chr17"	38083995	38095854	"+"
"ENSG00000264974"	"100616395"	"MIR4789"	"miRNA"	"chr3"	175087329	175087410	"+"
"ENSG00000264975"	"100616431"	"MIR4431"	"miRNA"	"chr2"	52929660	52929753	"-"
"ENSG00000264979"	"100616123"	"MIR4436B1"	"miRNA"	"chr2"	110844010	110844100	"-"
"ENSG00000264984"	"100847015"	"MIR5691"	"miRNA"	"chr11"	9111859	9111926	"-"
"ENSG00000264985"	"101928251"	"RP11-449L23.2"	"antisense"	"chr17"	71509824	71514909	"+"
"ENSG00000264986"	"100847039"	"MIR5092"	"miRNA"	"chr3"	124870309	124870396	"-"
"ENSG00000264994"	"692209"	"SNORD92"	"snoRNA"	"chr2"	29136530	29136614	"+"
"ENSG00000264999"	"100847067"	"MIR5089"	"miRNA"	"chr17"	45050383	45050466	"+"
"ENSG00000265000"	"101927877"	"RP11-453A12.1"	"lincRNA"	"chr17"	60885861	60913732	"+"
"ENSG00000265003"	"100616447"	"MIR4780"	"miRNA"	"chr2"	88382038	88382118	"-"
"ENSG00000265005"	"100422923"	"MIR548W"	"miRNA"	"chr16"	26036558	26036631	"+"
"ENSG00000265007"	"100422891"	"MIR4327"	"miRNA"	"chr21"	31747612	31747696	"-"
"ENSG00000265014"	"100422825"	"MIR3160-2"	"miRNA"	"chr11"	46473355	46473439	"-"
"ENSG00000265014"	"100422827"	"MIR3160-2"	"miRNA"	"chr11"	46473355	46473439	"-"
"ENSG00000265020"	"100616270"	"MIR4651"	"miRNA"	"chr7"	75544515	75544587	"+"
"ENSG00000265028"	"100616448"	"MIR4792"	"miRNA"	"chr3"	24562853	24562926	"-"
"ENSG00000265037"	"100616424"	"MIR4707"	"miRNA"	"chr14"	23426159	23426238	"-"
"ENSG00000265056"	"100422862"	"MIR548S"	"miRNA"	"chr2"	11907570	11907651	"+"
"ENSG00000265057"	"100616219"	"MIR4765"	"miRNA"	"chr2"	32860322	32860398	"+"
"ENSG00000265060"	"23614"	"PPY2"	"pseudogene"	"chr17"	26574470	26575315	"+"
"ENSG00000265061"	"100616298"	"MIR4419B"	"miRNA"	"chr12"	128729051	128729118	"+"
"ENSG00000265064"	"100616410"	"MIR4692"	"miRNA"	"chr11"	72494575	72494637	"+"
"ENSG00000265069"	"101927188"	"RP11-781P6.1"	"antisense"	"chr18"	6954676	6957418	"+"
"ENSG00000265072"	"100500842"	"MIR3652"	"miRNA"	"chr12"	104324203	104324333	"+"
"ENSG00000265075"	"100500871"	"MIR3622A"	"miRNA"	"chr8"	27559190	27559284	"-"
"ENSG00000265080"	"100616358"	"MIR4800"	"miRNA"	"chr4"	2251804	2251883	"-"
"ENSG00000265083"	"100500900"	"MIR3691"	"miRNA"	"chr6"	5148467	5148556	"-"
"ENSG00000265087"	"100616414"	"MIR4761"	"miRNA"	"chr22"	19951276	19951357	"+"
"ENSG00000265089"	"100616160"	"MIR4655"	"miRNA"	"chr7"	1883816	1883889	"-"
"ENSG00000265092"	"100616327"	"MIR4484"	"miRNA"	"chr10"	127508309	127508391	"+"
"ENSG00000265096"	"100507410"	"C1QTNF1-AS1"	"protein_coding"	"chr17"	77015291	77023737	"-"
"ENSG00000265102"	"100500904"	"MIR3942"	"miRNA"	"chr15"	35664457	35664565	"-"
"ENSG00000265110"	"100616125"	"MIR4731"	"miRNA"	"chr17"	15154944	15155013	"-"
"ENSG00000265112"	"100422936"	"MIR3153"	"miRNA"	"chr9"	91927140	91927221	"+"
"ENSG00000265134"	"100422832"	"MIR3191"	"miRNA"	"chr19"	47730199	47730278	"+"
"ENSG00000265134"	"100422899"	"MIR3191"	"miRNA"	"chr19"	47730199	47730278	"+"
"ENSG00000265135"	"100847019"	"MIR5687"	"miRNA"	"chr5"	54804678	54804754	"-"
"ENSG00000265140"	"100422855"	"MIR4301"	"miRNA"	"chr11"	113320745	113320810	"-"
"ENSG00000265142"	"102723167"	"MIR133A1"	"antisense"	"chr18"	19405448	19411371	"-"
"ENSG00000265144"	"100616428"	"MIR548AM"	"miRNA"	"chrX"	16645135	16645208	"-"
"ENSG00000265145"	"26796"	"SNORD53"	"snoRNA"	"chr2"	29149933	29150010	"+"
"ENSG00000265148"	"100506779"	"BZRAP1-AS1"	"antisense"	"chr17"	56402811	56493127	"+"
"ENSG00000265154"	"100616247"	"MIR151B"	"miRNA"	"chr14"	100575756	100575851	"-"
"ENSG00000265160"	"100847029"	"MIR5003"	"miRNA"	"chr5"	172089168	172089266	"+"
"ENSG00000265164"	"100616110"	"MIR2681"	"miRNA"	"chr13"	102619992	102620096	"-"
"ENSG00000265165"	"100423019"	"MIR4307"	"miRNA"	"chr14"	27377848	27377931	"+"
"ENSG00000265172"	"100422996"	"MIR4262"	"miRNA"	"chr2"	11977059	11977112	"-"
"ENSG00000265176"	"100422877"	"MIR3202-1"	"miRNA"	"chrX"	153246548	153246628	"+"
"ENSG00000265176"	"100422987"	"MIR3202-1"	"miRNA"	"chrX"	153246548	153246628	"+"
"ENSG00000265178"	"100616132"	"MIR4728"	"miRNA"	"chr17"	37882748	37882814	"+"
"ENSG00000265180"	"100616334"	"MIR4790"	"miRNA"	"chr3"	5291862	5291940	"-"
"ENSG00000265181"	"100616301"	"MIR4674"	"miRNA"	"chr9"	139440625	139440711	"-"
"ENSG00000265185"	"26851"	"SNORD3B-1"	"lincRNA"	"chr17"	18965225	18965807	"+"
"ENSG00000265193"	"100500877"	"MIR3923"	"miRNA"	"chr3"	79557037	79557119	"+"
"ENSG00000265195"	"100422971"	"MIR4312"	"miRNA"	"chr15"	69094189	69094264	"-"
"ENSG00000265201"	"100616343"	"MIR4677"	"miRNA"	"chr1"	243509478	243509557	"+"
"ENSG00000265210"	"100616118"	"MIR4486"	"miRNA"	"chr11"	19596857	19596919	"+"
"ENSG00000265213"	"100500867"	"MIR3684"	"miRNA"	"chr4"	99918538	99918611	"+"
"ENSG00000265214"	"100422848"	"MIR4283-2"	"miRNA"	"chr7"	63081468	63081547	"+"
"ENSG00000265215"	"100423043"	"MIR4269"	"miRNA"	"chr2"	240227157	240227240	"+"
"ENSG00000265226"	"100616347"	"MIR548AI"	"miRNA"	"chr6"	99572485	99572572	"+"
"ENSG00000265227"	"100616133"	"MIR4699"	"miRNA"	"chr12"	81552167	81552240	"+"
"ENSG00000265236"	"692199"	"SNORD84"	"snoRNA"	"chr6"	31508878	31508955	"-"
"ENSG00000265237"	"100422938"	"MIR3142"	"miRNA"	"chr5"	159901409	159901490	"+"
"ENSG00000265238"	"100500827"	"MIR3614"	"miRNA"	"chr17"	54968631	54968716	"-"
"ENSG00000265247"	"100616268"	"MIR4472-1"	"miRNA"	"chr8"	143257700	143257779	"+"
"ENSG00000265251"	"100422903"	"MIR4288"	"miRNA"	"chr8"	28362633	28362699	"-"
"ENSG00000265252"	"100423039"	"MIR3132"	"miRNA"	"chr2"	220413795	220413869	"-"
"ENSG00000265253"	"100616476"	"MIR4446"	"miRNA"	"chr3"	113313723	113313789	"+"
"ENSG00000265258"	"100616126"	"MIR4686"	"miRNA"	"chr11"	2194293	2194368	"+"
"ENSG00000265281"	"100500891"	"MIR3935"	"miRNA"	"chr16"	56279432	56279535	"+"
"ENSG00000265284"	"100616373"	"MIR4770"	"miRNA"	"chrX"	6301947	6302004	"-"
"ENSG00000265291"	"100616300"	"MIR4710"	"miRNA"	"chr14"	105144031	105144086	"-"
"ENSG00000265298"	"101929240"	"RP13-104F24.3"	"pseudogene"	"chr17"	62746538	62747429	"+"
"ENSG00000265301"	"100616475"	"MIR548AD"	"miRNA"	"chr2"	35696471	35696552	"+"
"ENSG00000265304"	"100500824"	"MIR3650"	"miRNA"	"chr5"	38557604	38557663	"-"
"ENSG00000265306"	"100422838"	"hsa-mir-3195"	"miRNA"	"chr20"	60639858	60639941	"+"
"ENSG00000265313"	"101927728"	"RP11-567L7.6"	"lincRNA"	"chr17"	57508230	57604307	"-"
"ENSG00000265321"	"100422965"	"MIR4263"	"miRNA"	"chr2"	28219234	28219316	"+"
"ENSG00000265322"	"100422935"	"MIR3118-4"	"miRNA"	"chr15"	21038124	21038198	"+"
"ENSG00000265322"	"100422949"	"MIR3118-4"	"miRNA"	"chr15"	21038124	21038198	"+"
"ENSG00000265328"	"100616336"	"MIR548AB"	"miRNA"	"chr3"	103242877	103242960	"-"
"ENSG00000265329"	"100616340"	"MIR4758"	"miRNA"	"chr20"	60907543	60907613	"-"
"ENSG00000265331"	"100847008"	"MIR4524B"	"miRNA"	"chr17"	67095683	67095797	"+"
"ENSG00000265333"	"100422926"	"MIR3137"	"miRNA"	"chr3"	194855235	194855309	"-"
"ENSG00000265345"	"100847004"	"MIR5188"	"miRNA"	"chr12"	125400093	125400205	"+"
"ENSG00000265347"	"100422927"	"MIR4291"	"miRNA"	"chr9"	96581639	96581703	"+"
"ENSG00000265352"	"102724913"	"RP11-723G8.2"	"protein_coding"	"chr18"	69399851	69455364	"-"
"ENSG00000265355"	"100422859"	"MIR3136"	"miRNA"	"chr3"	69098109	69098186	"-"
"ENSG00000265357"	"100616319"	"MIR4493"	"miRNA"	"chr11"	123252148	123252220	"-"
"ENSG00000265368"	"100616456"	"MIR4476"	"miRNA"	"chr9"	36893459	36893528	"-"
"ENSG00000265369"	"728606"	"U3"	"lincRNA"	"chr18"	24267585	24283602	"-"
"ENSG00000265370"	"100616322"	"MIR4682"	"miRNA"	"chr10"	121718025	121718104	"+"
"ENSG00000265371"	"100616400"	"MIR3198-2"	"miRNA"	"chr12"	54625181	54625260	"-"
"ENSG00000265372"	"100616383"	"MIR4675"	"miRNA"	"chr10"	20840899	20840975	"+"
"ENSG00000265373"	"100422956"	"hsa-mir-3180-3"	"miRNA"	"chr16"	16403732	16403825	"+"
"ENSG00000265375"	"100616128"	"MIR4679-2"	"miRNA"	"chr10"	90823092	90823168	"-"
"ENSG00000265375"	"100616192"	"MIR4679-2"	"miRNA"	"chr10"	90823092	90823168	"-"
"ENSG00000265376"	"100423038"	"hsa-mir-466"	"miRNA"	"chr3"	31203196	31203279	"-"
"ENSG00000265390"	"100847049"	"MIR4999"	"miRNA"	"chr19"	8454174	8454264	"-"
"ENSG00000265392"	"100422975"	"MIR4252"	"miRNA"	"chr1"	6489894	6489956	"-"
"ENSG00000265395"	"100500911"	"MIR3944"	"miRNA"	"chr10"	135185060	135185167	"-"
"ENSG00000265396"	"100422824"	"MIR3128"	"miRNA"	"chr2"	178120673	178120738	"-"
"ENSG00000265407"	"100422979"	"MIR4324"	"miRNA"	"chr19"	49812054	49812125	"-"
"ENSG00000265418"	"100422929"	"MIR4261"	"miRNA"	"chr2"	10332740	10332797	"-"
"ENSG00000265420"	"100616159"	"MIR4779"	"miRNA"	"chr2"	86420149	86420231	"-"
"ENSG00000265421"	"100616233"	"MIR4459"	"miRNA"	"chr5"	53371348	53371413	"-"
"ENSG00000265422"	"100616391"	"MIR4684"	"miRNA"	"chr1"	23046010	23046091	"+"
"ENSG00000265423"	"100616206"	"MIR4652"	"miRNA"	"chr7"	93346240	93346317	"+"
"ENSG00000265432"	"100422984"	"MIR4308"	"miRNA"	"chr14"	55344831	55344911	"-"
"ENSG00000265433"	"100616485"	"MIR4447"	"miRNA"	"chr3"	116569124	116569214	"-"
"ENSG00000265435"	"100423032"	"MIR3121"	"miRNA"	"chr1"	180407449	180407525	"-"
"ENSG00000265438"	"100616483"	"MIR4751"	"miRNA"	"chr19"	50436321	50436394	"+"
"ENSG00000265442"	"100500866"	"MIR3941"	"miRNA"	"chr10"	124176481	124176583	"+"
"ENSG00000265444"	"100616266"	"MIR4733"	"miRNA"	"chr17"	29421368	29421443	"-"
"ENSG00000265450"	"100616227"	"MIR4502"	"miRNA"	"chr13"	115039303	115039383	"+"
"ENSG00000265452"	"100500850"	"MIR3682"	"miRNA"	"chr2"	54076259	54076342	"-"
"ENSG00000265455"	"100616329"	"MIR4700"	"miRNA"	"chr12"	121160996	121161069	"+"
"ENSG00000265456"	"100500869"	"MIR3672"	"miRNA"	"chrX"	120504826	120504907	"+"
"ENSG00000265462"	"100500917"	"MIR3680-1"	"miRNA"	"chr16"	21517370	21517456	"-"
"ENSG00000265465"	"100616249"	"MIR4768"	"miRNA"	"chrX"	17444004	17444077	"+"
"ENSG00000265470"	"100847078"	"MIR548AQ"	"miRNA"	"chr3"	185485635	185485692	"-"
"ENSG00000265479"	"441263"	"DTX2P1-UPK3BP1-PMS2P11"	"processed_transcript"	"chr7"	76610266	76673092	"+"
"ENSG00000265480"	"284085"	"KRT18P55"	"pseudogene"	"chr17"	26603012	26644809	"-"
"ENSG00000265483"	"100616407"	"MIR4443"	"miRNA"	"chr3"	48238054	48238106	"+"
"ENSG00000265485"	"729950"	"RP11-449D8.1"	"lincRNA"	"chr18"	22208146	22242162	"+"
"ENSG00000265489"	"100128006"	"RP11-1090M7.1"	"antisense"	"chr17"	12663457	12693559	"-"
"ENSG00000265499"	"100422907"	"MIR3156-2"	"miRNA"	"chr18"	14830165	14830241	"+"
"ENSG00000265503"	"100616494"	"MIR1269B"	"miRNA"	"chr17"	12820585	12820659	"-"
"ENSG00000265507"	"100616499"	"MIR4435-1"	"miRNA"	"chr2"	87929274	87929353	"+"
"ENSG00000265510"	"100616399"	"MIR4436A"	"miRNA"	"chr2"	89111884	89111968	"+"
"ENSG00000265520"	"100422850"	"MIR548V"	"miRNA"	"chr8"	17539087	17539166	"-"
"ENSG00000265521"	"100847055"	"MIR5697"	"miRNA"	"chr1"	10027439	10027516	"+"
"ENSG00000265526"	"100422931"	"MIR4304"	"miRNA"	"chr12"	123495214	123495275	"-"
"ENSG00000265527"	"100847048"	"MIR5690"	"miRNA"	"chr6"	35632494	35632566	"-"
"ENSG00000265533"	"643542"	"RP11-638L3.1"	"lincRNA"	"chr18"	65183783	65566856	"+"
"ENSG00000265537"	"100422870"	"hsa-mir-3180-3"	"miRNA"	"chr16"	15005077	15005170	"+"
"ENSG00000265538"	"100616189"	"MIR4421"	"miRNA"	"chr1"	51525509	51525577	"+"
"ENSG00000265539"	"100422846"	"MIR3164"	"miRNA"	"chr11"	68850644	68850726	"+"
"ENSG00000265544"	"100506677"	"RP11-31I22.1"	"sense_intronic"	"chr17"	31856806	31860779	"-"
"ENSG00000265555"	"101927430"	"RP11-638L3.3"	"lincRNA"	"chr18"	65475742	65482059	"-"
"ENSG00000265558"	"100500851"	"MIR3918"	"miRNA"	"chr6"	159185693	159185785	"-"
"ENSG00000265565"	"100422934"	"MIR3143"	"miRNA"	"chr6"	27115405	27115467	"+"
"ENSG00000265575"	"100616378"	"MIR4784"	"miRNA"	"chr2"	132248733	132248809	"-"
"ENSG00000265584"	"100616491"	"MIR3978"	"miRNA"	"chrX"	109325346	109325446	"+"
"ENSG00000265588"	"100847056"	"MIR5708"	"miRNA"	"chr8"	81153624	81153708	"+"
"ENSG00000265595"	"100616225"	"MIR4756"	"miRNA"	"chr20"	52684947	52685024	"-"
"ENSG00000265596"	"100500801"	"MIR3659"	"miRNA"	"chr1"	38554903	38555001	"+"
"ENSG00000265598"	"100847032"	"MIR5707"	"miRNA"	"chr7"	158384308	158384388	"+"
"ENSG00000265599"	"100616451"	"MIR4471"	"miRNA"	"chr8"	101394991	101395073	"+"
"ENSG00000265606"	"100616120"	"MIR4695"	"miRNA"	"chr1"	19209696	19209769	"-"
"ENSG00000265611"	"100847046"	"MIR5010"	"miRNA"	"chr17"	40666206	40666325	"+"
"ENSG00000265612"	"100616374"	"hsa-mir-4539"	"miRNA"	"chr14"	106323682	106323741	"-"
"ENSG00000265617"	"100616440"	"MIR548AG2"	"miRNA"	"chr20"	59139620	59139683	"+"
"ENSG00000265623"	"100423017"	"MIR3139"	"miRNA"	"chr4"	144264613	144264688	"+"
"ENSG00000265635"	"100500817"	"MIR3612"	"miRNA"	"chr12"	128778637	128778723	"+"
"ENSG00000265641"	"100500864"	"MIR3929"	"miRNA"	"chr18"	33514051	33514105	"-"
"ENSG00000265649"	"100616211"	"MIR4709"	"miRNA"	"chr14"	74946836	74946907	"-"
"ENSG00000265653"	"100616488"	"MIR548AK"	"miRNA"	"chr10"	12172759	12172815	"-"
"ENSG00000265657"	"100422992"	"MIR3151"	"miRNA"	"chr8"	104166842	104166917	"+"
"ENSG00000265658"	"100500894"	"MIR3690"	"miRNA"	"chrX"	1412811	1412885	"+"
"ENSG00000265660"	"100616318"	"MIR4664"	"miRNA"	"chr8"	144815253	144815323	"-"
"ENSG00000265666"	"101929693"	"CTD-2267D19.2"	"antisense"	"chr17"	38497119	38499388	"-"
"ENSG00000265669"	"100616191"	"MIR548AJ1"	"miRNA"	"chr6"	132436332	132436403	"-"
"ENSG00000265672"	"100616167"	"MIR4722"	"miRNA"	"chr16"	88782686	88782745	"-"
"ENSG00000265673"	"100616275"	"MIR4508"	"miRNA"	"chr15"	23807209	23807278	"-"
"ENSG00000265681"	"6139"	"RPL17"	"protein_coding"	"chr18"	47014851	47018906	"-"
"ENSG00000265682"	"100422994"	"MIR4267"	"miRNA"	"chr2"	110827538	110827619	"-"
"ENSG00000265688"	"92659"	"MAFG-AS1"	"antisense"	"chr17"	79885705	79888629	"+"
"ENSG00000265691"	"100616325"	"MIR4460"	"miRNA"	"chr5"	128732755	128732840	"-"
"ENSG00000265692"	"101929511"	"RP13-516M14.4"	"lincRNA"	"chr17"	80247922	80250690	"-"
"ENSG00000265694"	"100616356"	"MIR4774"	"miRNA"	"chr2"	169439453	169439528	"+"
"ENSG00000265695"	"100616387"	"MIR3064"	"miRNA"	"chr17"	62496891	62496957	"-"
"ENSG00000265699"	"100616339"	"MIR548AE2"	"miRNA"	"chr5"	57825870	57825936	"-"
"ENSG00000265700"	"100616124"	"MIR4647"	"miRNA"	"chr6"	44221943	44222022	"-"
"ENSG00000265719"	"100616398"	"MIR4681"	"miRNA"	"chr10"	121137484	121137555	"+"
"ENSG00000265724"	"100422948"	"MIR4284"	"miRNA"	"chr7"	73125647	73125727	"+"
"ENSG00000265725"	"100422951"	"MIR3144"	"miRNA"	"chr6"	120336325	120336403	"+"
"ENSG00000265734"	"100616375"	"MIR4438"	"miRNA"	"chr2"	214622791	214622883	"+"
"ENSG00000265744"	"100616390"	"MIR4427"	"miRNA"	"chr1"	233759898	233759965	"+"
"ENSG00000265766"	"440224"	"CXADRP3"	"lincRNA"	"chr18"	14477954	14499277	"-"
"ENSG00000265767"	"100616459"	"MIR4745"	"miRNA"	"chr19"	804940	805001	"+"
"ENSG00000265768"	"100616140"	"MIR4506"	"miRNA"	"chr14"	94414572	94414648	"-"
"ENSG00000265776"	"103504726"	"hsa-mir-3670-2"	"miRNA"	"chr16"	18499555	18499619	"-"
"ENSG00000265787"	"284233"	"CYP4F35P"	"lincRNA"	"chr18"	14337422	14342524	"+"
"ENSG00000265789"	"100422930"	"MIR4330"	"miRNA"	"chrX"	150336694	150336798	"+"
"ENSG00000265793"	"100422935"	"MIR3118-6"	"miRNA"	"chr15"	22049274	22049348	"+"
"ENSG00000265806"	"100422860"	"MIR4292"	"miRNA"	"chr9"	139725409	139725475	"+"
"ENSG00000265810"	"100500835"	"MIR3907"	"miRNA"	"chr7"	151130575	151130725	"-"
"ENSG00000265815"	"100616145"	"MIR1273G"	"miRNA"	"chr1"	53405986	53406085	"+"
"ENSG00000265817"	"100861412"	"FSBP"	"protein_coding"	"chr8"	95390605	95449180	"-"
"ENSG00000265820"	"100423012"	"MIR3177"	"miRNA"	"chr16"	1784986	1785067	"+"
"ENSG00000265822"	"100616272"	"MIR4422"	"miRNA"	"chr1"	55691314	55691396	"+"
"ENSG00000265827"	"100616113"	"MIR4680"	"miRNA"	"chr10"	112657848	112657913	"+"
"ENSG00000265828"	"100500857"	"MIR3939"	"miRNA"	"chr6"	167411295	167411400	"-"
"ENSG00000265829"	"100616450"	"MIR548AG1"	"miRNA"	"chr4"	61788337	61788402	"+"
"ENSG00000265831"	"100422856"	"MIR3123"	"miRNA"	"chr1"	241295572	241295646	"+"
"ENSG00000265841"	"100422920"	"MIR548X"	"miRNA"	"chr21"	20058408	20058482	"-"
"ENSG00000265843"	"101927715"	"LINC01029"	"lincRNA"	"chr18"	75683250	75705678	"-"
"ENSG00000265845"	"101927018"	"RP11-20B24.5"	"antisense"	"chr17"	27253293	27271767	"+"
"ENSG00000265846"	"100423042"	"MIR4276"	"miRNA"	"chr4"	175344946	175345015	"+"
"ENSG00000265847"	"100422828"	"MIR4287"	"miRNA"	"chr8"	27743556	27743633	"-"
"ENSG00000265848"	"100616131"	"MIR3689D1"	"miRNA"	"chr9"	137741455	137741528	"-"
"ENSG00000265850"	"100616216"	"MIR4797"	"miRNA"	"chr3"	197020749	197020819	"-"
"ENSG00000265855"	"100616181"	"MIR4514"	"miRNA"	"chr15"	81289758	81289814	"-"
"ENSG00000265859"	"100847040"	"MIR5704"	"miRNA"	"chr3"	131704699	131704775	"-"
"ENSG00000265861"	"100616287"	"MIR4495"	"miRNA"	"chr12"	98332834	98332899	"-"
"ENSG00000265867"	"100616258"	"MIR4516"	"miRNA"	"chr16"	2183120	2183205	"+"
"ENSG00000265871"	"100422841"	"MIR3174"	"miRNA"	"chr15"	90549987	90550073	"+"
"ENSG00000265872"	"100500846"	"MIR3689A"	"miRNA"	"chr9"	137741333	137741410	"-"
"ENSG00000265873"	"100423015"	"MIR4289"	"miRNA"	"chr9"	91360751	91360820	"-"
"ENSG00000265874"	"100616284"	"MIR4489"	"miRNA"	"chr11"	65416663	65416724	"+"
"ENSG00000265878"	"100500836"	"MIR3914-1"	"miRNA"	"chr7"	70772658	70772742	"-"
"ENSG00000265878"	"100500920"	"MIR3914-1"	"miRNA"	"chr7"	70772658	70772742	"-"
"ENSG00000265879"	"100616425"	"MIR4748"	"miRNA"	"chr19"	10890930	10891011	"+"
"ENSG00000265888"	"101927698"	"RP11-408H20.2"	"antisense"	"chr18"	28681551	28742752	"+"
"ENSG00000265902"	"100616402"	"MIR4696"	"miRNA"	"chr11"	74431313	74431382	"-"
"ENSG00000265917"	"100500802"	"MIR3685"	"miRNA"	"chr12"	95703699	95703760	"+"
"ENSG00000265919"	"100422887"	"MIR4280"	"miRNA"	"chr5"	86410696	86410771	"-"
"ENSG00000265924"	"100847082"	"MIR5692C1"	"miRNA"	"chr5"	135138674	135138764	"-"
"ENSG00000265929"	"100847062"	"hsa-mir-5195"	"miRNA"	"chr14"	107259100	107259214	"-"
"ENSG00000265932"	"100422967"	"MIR3146"	"miRNA"	"chr7"	19744981	19745059	"-"
"ENSG00000265933"	"400643"	"LINC00668"	"lincRNA"	"chr18"	6919495	6929965	"-"
"ENSG00000265944"	"100130480"	"RP11-865B13.1"	"protein_coding"	"chr18"	6511415	6590652	"+"
"ENSG00000265954"	"100616313"	"MIR4749"	"miRNA"	"chr19"	50357848	50357908	"+"
"ENSG00000265956"	"100616129"	"MIR4445"	"miRNA"	"chr3"	109321675	109321744	"+"
"ENSG00000265957"	"100422829"	"MIR4319"	"miRNA"	"chr18"	42550047	42550131	"-"
"ENSG00000265962"	"100287082"	"RP11-674N23.1"	"antisense"	"chr18"	8695854	8707619	"-"
"ENSG00000265965"	"100423027"	"MIR4266"	"miRNA"	"chr2"	109930027	109930081	"-"
"ENSG00000265976"	"100616449"	"MIR4725"	"miRNA"	"chr17"	29902288	29902377	"+"
"ENSG00000265981"	"100422864"	"MIR544B"	"miRNA"	"chr3"	124451286	124451363	"+"
"ENSG00000265986"	"100616363"	"MIR4735"	"miRNA"	"chr1"	196551543	196551611	"-"
"ENSG00000265991"	"100616231"	"MIR4519"	"miRNA"	"chr16"	30886587	30886644	"-"
"ENSG00000265992"	"790952"	"ESRG"	"sense_intronic"	"chr3"	54666149	54673884	"-"
"ENSG00000265993"	"100847064"	"MIR5694"	"miRNA"	"chr14"	67908572	67908647	"-"
"ENSG00000265996"	"100500854"	"MIR3671"	"miRNA"	"chr1"	65523438	65523525	"-"
"ENSG00000266006"	"100616470"	"MIR4488"	"miRNA"	"chr11"	61276068	61276129	"+"
"ENSG00000266010"	"100128893"	"GATA6-AS1"	"lincRNA"	"chr18"	19746859	19748929	"-"
"ENSG00000266012"	"100616295"	"MIR4764"	"miRNA"	"chr22"	33832568	33832655	"-"
"ENSG00000266013"	"105371766"	"CTD-2206N4.2"	"lincRNA"	"chr17"	37182968	37183363	"-"
"ENSG00000266015"	"100422954"	"MIR4309"	"miRNA"	"chr14"	103005981	103006063	"+"
"ENSG00000266017"	"100616194"	"MIR4477B"	"miRNA"	"chr9"	68415308	68415388	"+"
"ENSG00000266019"	"100500819"	"MIR3609"	"miRNA"	"chr7"	98479273	98479352	"+"
"ENSG00000266038"	"100616348"	"MIR4659B"	"miRNA"	"chr8"	6602685	6602765	"+"
"ENSG00000266038"	"100616372"	"MIR4659B"	"miRNA"	"chr8"	6602685	6602765	"+"
"ENSG00000266039"	"100616228"	"MIR4509-1"	"miRNA"	"chr15"	28671637	28671730	"+"
"ENSG00000266041"	"100616292"	"MIR4690"	"miRNA"	"chr11"	65403781	65403840	"+"
"ENSG00000266043"	"100500816"	"MIR3649"	"miRNA"	"chr12"	1769481	1769546	"-"
"ENSG00000266044"	"100616115"	"MIR4469"	"miRNA"	"chr8"	42751340	42751418	"-"
"ENSG00000266052"	"100616182"	"MIR4500"	"miRNA"	"chr13"	88270920	88270995	"-"
"ENSG00000266053"	"101927275"	"RP11-143J12.2"	"antisense"	"chr18"	9121263	9136643	"-"
"ENSG00000266063"	"100616165"	"MIR4771-1"	"miRNA"	"chr2"	112528638	112528711	"-"
"ENSG00000266070"	"100616250"	"MIR3960"	"miRNA"	"chr9"	130548112	130548202	"+"
"ENSG00000266071"	"100500897"	"MIR3617"	"miRNA"	"chr20"	44333741	44333819	"-"
"ENSG00000266072"	"100847003"	"MIR5693"	"miRNA"	"chr13"	51922703	51922775	"-"
"ENSG00000266078"	"100616473"	"MIR4432"	"miRNA"	"chr2"	60614497	60614580	"-"
"ENSG00000266079"	"677882"	"SNORA59B"	"sense_intronic"	"chr17"	19460524	19461224	"+"
"ENSG00000266097"	"100847087"	"MIR5192"	"miRNA"	"chr2"	62432961	62433052	"+"
"ENSG00000266099"	"100847031"	"MIR5700"	"miRNA"	"chr12"	94955565	94955635	"+"
"ENSG00000266100"	"101927557"	"RP11-118E18.2"	"antisense"	"chr17"	55599609	55600958	"-"
"ENSG00000266104"	"100422945"	"MIR4326"	"miRNA"	"chr20"	61918160	61918218	"+"
"ENSG00000266107"	"100616196"	"MIR4525"	"miRNA"	"chr17"	80626109	80626183	"-"
"ENSG00000266109"	"100616397"	"MIR4440"	"miRNA"	"chr2"	239990513	239990610	"-"
"ENSG00000266110"	"100616481"	"MIR4423"	"miRNA"	"chr1"	85599477	85599556	"+"
"ENSG00000266124"	"100847028"	"MIR5587"	"miRNA"	"chr16"	585316	585368	"+"
"ENSG00000266133"	"100616243"	"MIR4759"	"miRNA"	"chr21"	28326280	28326362	"+"
"ENSG00000266139"	"100616341"	"MIR4435-2"	"miRNA"	"chr2"	112078589	112078668	"-"
"ENSG00000266140"	"100616362"	"MIR4533"	"miRNA"	"chr20"	59053169	59053239	"+"
"ENSG00000266144"	"100616386"	"MIR4654"	"miRNA"	"chr1"	162126897	162126972	"+"
